2016/7/1_14:9:22||	$pS170.281339,	$187820.316978,	B2379.838800,	S-5529.874744,	SC1103,	Num0		,	29.550000,	80.536000,	54.056000,	-102.299000,	-269.392000,	374.651000,	209.750000,	203.930000,	-44.479000,	-39.699000,	-484.142000,	489.294000,	-382.153000,	-495.792000,	-144.743000,	348.765000,	24.289000,	1.453000,	-500.000000,	-223.583000,	-47.353000,	50.519000,	-103.841000,	432.567000,	28.482000,	482.574000,	-96.998000,	-433.186000,	23.709000,	115.988000,	126.990000,	-485.574000,	-447.495000,	-487.211000,	-359.511000,	-493.159000,	277.339000,	-495.738000,	439.304000,	-153.803000,	116.613000,	-157.732000,	-87.753000,	28.884000,	160.056000,	-69.479000,	-497.807000,	222.907000,	-442.321000,	-48.986000
2016/8/7_14:0:24||	$pS29.049839,	$24866.662055,	B1621.717103,	S-9624.992116,	SC856,	Num0,	GUID87325307		,	-16.378400,	-99.015600,	24.034000,	-400.474000,	-470.251600,	154.203600,	358.268400,	34.121600,	14.396400,	91.335200,	327.735200,	-92.152000,	-345.329600,	131.639600,	-348.077600,	-500.000000,	269.359200,	403.967600,	-1.852400,	51.925200,	-276.364400,	-213.462400,	-280.192400,	-276.936400,	169.541200,	326.737600,	216.575200,	209.868400,	3.972000,	317.298800,	-9.308400,	-258.640000,	-500.000000,	472.374800,	-58.985600,	68.495600,	173.802400,	0.389200,	-349.844000,	-388.301200,	-19.032000,	-90.660800,	-282.793600,	-244.551600,	-21.451200,	-71.508800,	-499.561200,	-91.018000,	-498.648000,	-370.663200
2016/8/7_14:0:31||	$pS26.850461,	$32086.301194,	B1493.804807,	S-18189.340217,	SC1195,	Num0,	GUID526964987		,	435.562400,	3.429600,	37.756600,	-481.752600,	-476.326000,	96.109400,	403.484600,	-269.753600,	412.766600,	17.477200,	356.280000,	499.337200,	-460.017200,	3.623800,	-358.823400,	207.249800,	-160.250600,	149.737200,	-24.567200,	-114.933200,	133.973000,	-114.736200,	299.011800,	-444.959400,	-320.404000,	30.297200,	-296.478200,	-396.418000,	-118.945800,	61.978000,	-12.538200,	286.559400,	-332.689600,	-62.089000,	265.319400,	-329.960600,	131.511400,	-297.151800,	-142.432400,	-231.246000,	154.503000,	49.777600,	143.761000,	-327.162800,	188.708600,	104.908000,	-176.376800,	57.975000,	-390.487800,	43.718200
2016/8/7_14:0:41||	$pS42.351262,	$36930.300756,	B1629.516895,	S-25342.888382,	SC872,	Num0,	GUID17782499		,	-19.977600,	-81.567200,	-150.036400,	168.911600,	-499.563200,	-282.858000,	131.699200,	-473.056400,	-5.817600,	-496.851200,	366.492000,	367.887600,	-158.639600,	98.828000,	-357.512000,	438.959200,	440.222400,	211.415200,	-205.804000,	-105.420000,	152.812400,	-203.500800,	52.805200,	226.962000,	-227.486400,	309.804800,	-2.201200,	-482.187200,	-500.000000,	-397.154800,	-454.817200,	-387.227600,	-500.000000,	316.914000,	260.264400,	8.635200,	-92.349600,	-464.642000,	-354.938000,	-497.035200,	494.600800,	-471.589600,	-494.077600,	-413.782000,	-122.244400,	377.765600,	-214.976000,	-497.860000,	-486.208000,	-425.157600
2016/8/7_14:0:49||	$pS47.397427,	$34884.506103,	B1556.927137,	S-15657.146254,	SC736,	Num0,	GUID363789476		,	-120.096200,	-12.964000,	70.364200,	-222.515800,	-465.932600,	-96.397400,	491.761400,	-355.661200,	360.511000,	-140.092000,	188.013800,	209.040800,	-498.349600,	100.692200,	-432.903200,	344.031400,	-410.473200,	-145.543000,	-234.637400,	-131.264400,	-232.240800,	-121.889600,	484.895800,	-464.718800,	365.658200,	373.142200,	272.480800,	-12.358000,	-278.075200,	233.570200,	91.139400,	-108.764600,	-226.983200,	163.083600,	-27.470200,	14.027200,	21.957800,	-285.990600,	427.109000,	-445.561400,	-214.803800,	-84.280800,	-292.773800,	-404.003400,	-500.000000,	403.605200,	-465.104000,	-145.999000,	-271.338200,	-228.419200
2016/8/7_14:1:14||	$pS14.569629,	$106591.409286,	B-8124.325392,	S-856.105847,	SC7316,	Num0,	GUID10646955		,	-21.108800,	384.878600,	3.338600,	-256.426600,	-414.701600,	449.518600,	296.691600,	142.146400,	-319.482200,	-374.653000,	-164.861600,	477.974200,	-427.604200,	-288.965600,	-476.754400,	-11.642200,	-47.358800,	93.064200,	-388.719400,	467.417200,	-197.842600,	-14.049800,	484.073600,	-403.414400,	158.390800,	391.625400,	-297.116400,	-377.823800,	-429.731600,	-497.644000,	419.143200,	-408.692800,	-442.345200,	-100.065200,	-450.608800,	-195.719200,	151.823400,	-422.995600,	353.055400,	-447.022600,	408.754000,	-491.237000,	74.228000,	-62.591000,	-348.815600,	-29.387600,	-329.980600,	-41.822800,	-289.907800,	-480.910400
2016/8/7_14:2:6||	$pS16.499127,	$15954.655515,	B1846.310521,	S-3431.790444,	SC967,	Num0,	GUID266825862		,	16.072400,	114.874600,	8.781800,	-390.784400,	-488.018400,	314.630800,	-154.314000,	498.875000,	-488.235400,	-493.785200,	-347.688400,	240.734000,	-100.957000,	-486.378600,	-422.358200,	-20.078000,	-145.173200,	-481.693400,	-232.007400,	378.365000,	-34.415800,	-346.572000,	437.673400,	-417.779000,	300.317400,	294.445200,	-454.715000,	-496.872200,	-498.402600,	-379.156000,	367.989400,	-486.366800,	-492.968000,	-310.747000,	-484.541400,	-447.236800,	-16.740400,	-286.605400,	392.065600,	-500.000000,	346.098000,	-477.237600,	150.926600,	-422.881400,	-493.049400,	99.443400,	-474.237600,	-482.137200,	-333.017000,	-480.583000
2016/8/7_14:2:13||	$pS9.840624,	$8187.399249,	B1346.347459,	S-20756.307086,	SC832,	Num0,	GUID99825726		,	-11.091200,	-121.388800,	-371.791600,	55.827800,	466.907800,	-474.670600,	-487.835800,	138.114200,	65.461600,	164.552600,	86.981600,	-115.637800,	273.719400,	-161.895400,	15.430200,	425.456200,	-326.302200,	177.244800,	-98.200400,	-361.601200,	-279.234200,	114.116400,	-344.126200,	-321.246600,	239.849200,	11.426000,	-282.450800,	-13.582000,	296.913200,	-158.820200,	-95.265200,	464.825200,	-321.012800,	27.436600,	2.126000,	60.462600,	251.656400,	-382.614600,	-126.725400,	-476.785000,	-416.685800,	-61.416200,	-58.673000,	-112.602400,	-163.269400,	420.075600,	203.284800,	-303.910600,	-203.550800,	-432.397800
2016/8/7_14:2:22||	$pS19.962396,	$41721.408520,	B1266.180861,	S-187207.732471,	SC2090,	Num0,	GUID454503856		,	-12.203800,	-103.753000,	-460.480800,	406.548400,	409.764800,	-473.544000,	-499.822400,	70.340000,	-103.697600,	-1.626200,	389.700200,	-8.015800,	151.556600,	-194.805200,	-64.877400,	-416.983600,	-84.399200,	223.783800,	224.343800,	-384.558800,	143.613200,	126.053800,	-9.434400,	-184.839600,	301.935800,	441.308400,	-389.866000,	-357.157800,	260.804600,	-58.444000,	-202.742600,	-8.168200,	-464.839200,	-257.817400,	-488.892400,	158.928600,	238.592200,	-244.737800,	197.945800,	-204.617600,	-480.672800,	-3.914400,	-461.300000,	82.653600,	-275.250600,	116.712400,	-279.362000,	-488.864600,	-121.043600,	-499.582400
2016/8/7_14:2:51||	$pS15.985110,	$114373.459407,	B-3149.525333,	S-693.934431,	SC7155,	Num0,	GUID243712668		,	-9.153000,	344.097600,	-47.280400,	14.677000,	-143.540400,	-408.468600,	119.901600,	3.188400,	-212.733200,	253.822600,	-48.594800,	-393.568400,	21.960000,	-497.954000,	-471.404200,	-383.511400,	402.131600,	-18.333200,	474.605800,	-483.800800,	-251.642400,	-447.003400,	-324.844400,	-488.149400,	-33.328800,	426.814400,	95.799000,	-48.560400,	110.770200,	461.004000,	377.243000,	-426.284800,	-499.153000,	-128.049200,	-184.057400,	100.312200,	-448.265000,	-388.436600,	185.648400,	-364.948000,	-301.153000,	-8.471000,	-26.607800,	-77.311400,	-121.721800,	-475.163600,	42.215400,	-26.612600,	-470.773200,	-492.572200
2016/8/7_14:3:39||	$pS37.766295,	$44753.059492,	B1691.674982,	S-2707.833380,	SC1185,	Num0,	GUID84938701		,	3.742200,	452.053600,	14.479200,	-187.015400,	-459.713000,	-300.875200,	300.002200,	153.069400,	-136.880200,	376.318400,	112.835400,	-34.539000,	167.983400,	-500.000000,	-405.247600,	-196.840600,	77.190000,	-499.550600,	477.984600,	-488.994800,	-468.911400,	-473.927000,	-325.590200,	-418.063000,	263.209000,	467.013400,	-204.774200,	-20.200800,	-64.544800,	449.019000,	166.201400,	38.750200,	-325.238000,	157.938200,	102.120200,	223.892000,	-69.244800,	-230.450600,	121.174400,	-458.460600,	-264.162000,	94.020600,	-281.755000,	-393.830000,	-244.072600,	-492.316400,	-108.515600,	144.297400,	-207.493400,	-469.285000
2016/8/7_14:4:5||	$pS15.651875,	$113538.699147,	B-3705.641641,	S-562.346049,	SC7254,	Num0,	GUID42047860		,	-61.913000,	59.852400,	3.612800,	-155.653800,	-187.590000,	-409.861200,	-310.593800,	366.221600,	-277.956600,	252.112400,	273.927400,	-192.766200,	-32.594400,	-477.419000,	-494.067800,	-193.094000,	344.447400,	-412.435800,	418.546600,	-480.288200,	-476.351600,	-85.890600,	-139.314400,	-322.691600,	3.332200,	216.509400,	-26.622400,	88.380400,	-42.717600,	176.628400,	-104.460600,	-333.966600,	-439.361600,	60.115000,	38.640000,	1.765200,	-334.091000,	-394.246000,	-9.661200,	-393.989000,	-496.326800,	126.639000,	-58.699200,	-490.409800,	399.821600,	-270.200600,	-150.626600,	83.432400,	-478.831800,	-207.324200
2016/8/7_14:5:13||	$pS15.512002,	$115548.900010,	B-3127.344675,	S-490.371759,	SC7449,	Num0,	GUID679628565		,	191.894600,	-16.297200,	44.429000,	-11.037200,	-208.812000,	-217.334400,	-12.308000,	391.540400,	-403.568400,	-367.834600,	281.578200,	-486.201200,	-446.952200,	-441.284200,	-495.769200,	158.373400,	235.050000,	-87.151400,	421.487000,	-443.193000,	-455.015800,	-396.436600,	36.152800,	-352.285600,	-303.694000,	418.851600,	374.704800,	24.989000,	-244.028200,	354.400200,	-294.596800,	-211.660400,	-114.427600,	-249.228400,	71.986400,	-252.641400,	-58.280400,	-40.867200,	-206.082200,	-462.451200,	-314.084800,	137.832200,	-395.122400,	-484.656000,	393.288000,	-291.481200,	-497.426800,	59.121000,	-267.472000,	-495.613400
2016/8/7_14:6:2||	$pS32.095389,	$25612.120810,	B1936.823220,	S-14932.971668,	SC798,	Num0,	GUID58184082		,	-7.918400,	-244.597800,	-76.098400,	196.232400,	-302.770800,	-264.413200,	387.874000,	-238.049400,	-369.226400,	110.607600,	486.110800,	-500.000000,	-162.949800,	327.765000,	-487.659200,	55.568800,	263.787200,	-158.087800,	152.660800,	182.563000,	-115.251600,	-440.314200,	152.944800,	-178.127800,	340.587200,	491.625800,	312.520400,	121.084800,	-436.887200,	9.152400,	-264.451600,	-322.635200,	-446.602200,	-297.195400,	163.355400,	437.117200,	-233.251000,	-449.613800,	-461.091200,	-174.849400,	-258.651600,	-260.959600,	-318.822000,	-147.088400,	-462.784200,	-352.553400,	-418.927800,	-500.000000,	-88.575600,	62.647800
2016/8/7_14:6:8||	$pS43.950465,	$31336.681820,	B1809.586479,	S-16765.040230,	SC713,	Num0,	GUID131327376		,	58.786400,	30.782400,	-48.711000,	344.173600,	-464.674600,	-95.424600,	227.420200,	-48.214000,	151.592800,	214.342600,	276.847000,	-484.317800,	144.023400,	343.152000,	-467.772400,	-461.903200,	365.996400,	-7.999800,	337.884600,	168.886600,	-202.348000,	-433.764000,	332.077000,	-333.078600,	151.521800,	220.298600,	122.408200,	39.319000,	-385.708800,	175.606600,	-224.946400,	-281.696800,	-478.825600,	-142.095800,	427.336400,	453.473000,	-345.825000,	-270.404800,	-244.643600,	-314.342800,	-392.717000,	-240.070400,	3.524400,	228.167400,	-206.646600,	68.654000,	-495.406000,	-170.554000,	-152.574200,	355.028200
2016/8/7_14:6:32||	$pS13.262517,	$96962.258869,	B-15539.809272,	S-890.801714,	SC7311,	Num0,	GUID140105349		,	32.110600,	-483.946400,	144.166000,	-6.179000,	-301.269000,	-298.896800,	-500.000000,	-479.101800,	-312.874600,	217.950400,	342.213400,	-479.353800,	-373.490800,	-149.638600,	-500.000000,	268.656400,	323.176000,	-399.527600,	496.562800,	-236.322200,	-265.673800,	-422.318400,	-108.400800,	109.444400,	244.236400,	-489.674600,	367.575800,	314.531200,	-286.430200,	-226.679200,	-492.194400,	-81.114800,	-419.491000,	-463.328600,	-56.385800,	-122.847400,	-458.359200,	-284.798000,	-312.052800,	-215.926000,	-310.991200,	-249.508200,	-477.865800,	-84.364800,	295.385600,	-497.236400,	-153.855400,	-396.202400,	-373.152400,	279.290800
2016/8/7_14:7:21||	$pS35.482271,	$27818.100767,	B2541.149303,	S-227063.840674,	SC784,	Num0,	GUID24096755		,	-24.350400,	-104.357600,	488.460600,	-464.856000,	-357.913400,	97.411400,	326.263800,	-477.617600,	-161.180000,	117.464800,	341.376800,	-475.651600,	-131.641000,	-500.000000,	-247.127600,	253.703200,	320.987800,	119.284200,	188.039400,	-263.206800,	139.955200,	-500.000000,	71.801800,	-391.621600,	469.613400,	-366.125800,	344.270600,	-58.516000,	-4.906600,	-118.619600,	-294.546800,	79.933400,	-439.732400,	-414.574000,	-206.335800,	-430.746000,	-178.302600,	-323.683400,	-364.056200,	-2.698600,	188.214200,	-432.495600,	-454.859200,	-240.161400,	40.273600,	-335.317400,	-460.631400,	-475.444400,	-198.145000,	-175.970000
2016/8/7_14:7:30||	$pS36.409022,	$46894.820306,	B1315.423889,	S-2404.700000,	SC1288,	Num0,	GUID173845698		,	-6.266400,	-209.917000,	4.809400,	-500.000000,	-282.109400,	-190.163600,	26.103400,	-378.522000,	-49.205400,	269.905800,	-81.880200,	-496.528200,	-23.020600,	-497.469800,	-352.225000,	318.070200,	126.639600,	190.230800,	211.519600,	-490.896800,	170.841600,	-498.691400,	-128.282800,	-498.013400,	471.005800,	-15.933000,	244.940800,	-383.960600,	75.397000,	-169.156800,	-358.114200,	-129.112600,	-499.775000,	-390.255000,	-302.242400,	-448.935800,	-500.000000,	-494.243600,	-161.159000,	133.609400,	150.597000,	-340.877800,	-376.320800,	-483.863800,	267.401200,	-454.054800,	-219.202600,	-315.466800,	-331.472400,	-174.591600
2016/8/7_14:7:57||	$pS12.993402,	$95891.304220,	B-8900.061486,	S-600.868402,	SC7380,	Num0,	GUID786831192		,	59.878800,	-148.634600,	126.328400,	-4.756400,	-234.294000,	-260.375800,	-301.258400,	-310.967200,	115.918800,	226.482000,	-196.381400,	-226.369800,	-454.513800,	-61.136200,	-490.156600,	-308.585000,	100.455200,	275.307400,	499.189600,	353.912000,	-238.622000,	-40.920000,	-126.753800,	-34.240400,	-410.607000,	-495.570400,	407.764600,	-494.067600,	-472.526200,	-171.122400,	217.130000,	-179.017400,	-148.055400,	-465.215000,	-188.509400,	-423.829600,	-476.662200,	-85.523400,	-5.781600,	-486.981000,	-72.759000,	-56.013000,	15.560200,	-451.169000,	387.330800,	-498.780000,	-449.951000,	-377.685000,	104.865400,	-489.560400
2016/8/7_14:8:46||	$pS45.103724,	$56514.966287,	B1070.446523,	S-15338.399440,	SC1253,	Num0,	GUID115475450		,	84.063400,	12.733800,	-52.100400,	294.400800,	-270.022000,	-454.759600,	-466.482600,	-466.017200,	76.911600,	346.210800,	-117.922200,	-460.156200,	-143.427600,	213.292400,	-313.704400,	-197.242800,	328.252000,	445.992200,	107.678800,	447.924200,	-296.091800,	-317.850600,	262.898400,	244.794400,	-362.603000,	105.594600,	-466.641800,	-230.424600,	-493.865600,	-53.332400,	500.000000,	52.811600,	-119.525400,	-493.264400,	-433.747000,	-481.276400,	-462.957400,	85.572800,	-407.812600,	-500.000000,	-184.228200,	250.696400,	-465.807200,	-326.491000,	-91.961000,	-367.876400,	-438.541800,	-335.326400,	-250.245600,	-243.369200
2016/8/7_14:8:55||	$pS40.572154,	$24870.730389,	B1188.162159,	S-1117.702034,	SC613,	Num0,	GUID415792743		,	92.974800,	12.779400,	-4.516800,	247.454400,	29.593200,	-365.155800,	-449.898000,	-207.231400,	3.303400,	415.171000,	-188.856000,	-499.513200,	-361.447600,	-3.388600,	-354.166800,	0.641800,	372.473800,	463.322400,	173.384400,	257.115200,	-318.583400,	-238.012600,	32.362400,	305.004600,	-114.578600,	-9.774800,	-476.192800,	-352.281800,	-492.353400,	-37.942600,	425.146000,	-2.593600,	-287.293200,	-441.124600,	-489.470000,	-388.511600,	-463.927400,	142.248400,	-486.938400,	-298.269000,	-392.133800,	118.091800,	-443.549000,	-490.214000,	-19.612200,	-309.865000,	-470.985000,	-491.902200,	-497.165800,	-417.710000
2016/8/7_14:9:18||	$pS13.387415,	$97206.023817,	B-8575.547437,	S-634.207380,	SC7261,	Num0,	GUID250508154		,	51.122400,	-167.745400,	3.692800,	-171.741600,	21.365400,	-271.158600,	-463.600000,	-176.340600,	-299.108000,	-177.302600,	-397.444000,	-480.490000,	-79.035000,	-125.126400,	-380.846600,	-373.650600,	-250.076400,	370.811800,	454.413400,	400.941400,	-482.457400,	71.537800,	247.122200,	483.778200,	201.691400,	-352.292800,	-233.098200,	-456.315800,	-385.063600,	-72.348800,	-171.000000,	266.647600,	-180.763000,	-382.821800,	-453.139800,	-390.933000,	-404.666800,	262.742600,	-419.641400,	-403.814400,	19.348200,	-167.689600,	-388.736200,	-146.868000,	304.059600,	-312.707400,	-484.948200,	-175.342600,	-387.380400,	-483.183400
2016/8/7_14:10:5||	$pS20.030280,	$16424.829951,	B1328.788748,	S-9234.068096,	SC820,	Num0,	GUID466792179		,	-105.080800,	-12.645400,	65.120000,	-141.800800,	344.171800,	-345.565400,	-148.985000,	83.828800,	387.101600,	-413.871600,	-462.610200,	-284.260600,	-350.387200,	-308.039000,	-417.688400,	-420.408200,	-79.856400,	186.054800,	345.836600,	165.811200,	-420.724000,	173.495600,	339.117800,	417.878600,	197.824800,	-383.341600,	-240.403600,	-72.969400,	27.656000,	154.548600,	-31.241600,	433.683400,	-400.285200,	-33.467600,	128.391200,	-465.610400,	-471.325000,	200.028000,	-446.255600,	-76.700200,	215.544600,	34.289600,	-458.411600,	-182.728600,	-234.808800,	-41.298200,	-198.722800,	-479.708200,	-340.350400,	87.826600
2016/8/7_14:10:27||	$pS15.598235,	$114522.239319,	B-5232.046193,	S-507.813107,	SC7342,	Num0,	GUID463274084		,	-13.034800,	401.390600,	-169.825800,	2.990200,	-195.071000,	-326.498000,	-375.407000,	63.877000,	131.495000,	15.762000,	-372.915400,	-482.969000,	-498.320000,	-100.354400,	-487.945600,	-182.329800,	-11.975800,	369.549200,	447.943400,	-169.539400,	125.329200,	-284.289800,	178.313200,	145.568400,	-466.505600,	401.816400,	238.960000,	-416.373200,	-335.612200,	-499.968400,	67.688800,	90.526600,	-497.330200,	-334.906600,	-160.841800,	-251.438800,	-499.462400,	-476.641000,	8.072000,	-310.836600,	-393.680800,	424.149800,	-341.219200,	244.290600,	-148.511800,	-386.237800,	-496.220200,	-207.361800,	-428.950000,	31.797200
2016/8/7_14:11:33||	$pS16.015005,	$115115.859374,	B-2289.923036,	S-504.034485,	SC7188,	Num0,	GUID488305849		,	-16.514400,	138.662200,	5.700200,	-88.424000,	-201.087000,	-491.218400,	-483.519400,	40.949000,	29.564800,	-6.549800,	-486.588200,	-497.665600,	-296.437000,	-238.598800,	-414.209000,	-200.839000,	-68.019200,	412.772200,	395.697200,	-329.726000,	152.296200,	-389.799400,	110.280600,	260.899200,	-454.082600,	402.762600,	272.177200,	-450.295800,	-345.601200,	-475.862400,	80.195800,	94.614600,	-433.922400,	-226.433400,	88.543200,	-417.576200,	-438.718800,	-492.877600,	-185.974800,	-357.974400,	-467.973000,	-29.350200,	-417.691400,	334.056000,	-261.236600,	-419.682600,	-484.095400,	-152.053200,	-321.479600,	8.398800
2016/8/7_14:12:23||	$pS28.871341,	$25637.750793,	B1366.216485,	S-17380.878877,	SC888,	Num0,	GUID715464348		,	-114.617400,	-11.919800,	163.019200,	-106.618600,	-225.214800,	-404.588800,	2.435400,	117.840600,	369.600200,	-270.800000,	59.300600,	-212.960200,	-493.906800,	-292.045400,	-488.938800,	-276.115200,	-18.848400,	488.477000,	452.182800,	-497.034400,	279.652600,	-458.322200,	123.214600,	453.668200,	-416.791000,	299.874200,	118.513600,	-450.944600,	-414.511000,	80.458000,	-11.729400,	273.035400,	-391.859800,	-459.982600,	-342.082800,	-315.004600,	-366.329600,	-101.250000,	-296.839400,	-20.009200,	-199.437200,	366.897200,	-464.836800,	-478.762200,	-49.142400,	-56.944200,	-475.365400,	-483.265800,	156.978000,	-113.998600
2016/8/7_14:12:30||	$pS37.072439,	$27952.618986,	B2806.187144,	S-89131.111017,	SC754,	Num0,	GUID180006588		,	-15.979600,	-175.610600,	-497.396200,	179.195400,	204.969200,	-475.954200,	-488.034600,	119.130400,	-89.803800,	194.442600,	-51.714600,	489.872400,	-496.980200,	-455.709200,	-416.779200,	-416.623200,	43.933400,	298.427400,	495.517200,	-407.884600,	400.277400,	-266.069000,	77.431200,	-493.402600,	-21.955000,	-246.178000,	-447.075200,	-484.131400,	-131.110800,	148.979800,	392.716000,	437.651400,	-59.839400,	-68.807000,	-88.871800,	-166.056600,	390.280000,	-190.124200,	-432.311000,	-499.896400,	-500.000000,	-484.346200,	-254.381600,	-491.909600,	-483.362200,	-446.052800,	-494.873200,	-499.281800,	-377.650000,	-194.767000
2016/8/7_14:12:36||	$pS29.451096,	$29568.900468,	B1452.872892,	S-15416.826170,	SC1004,	Num0,	GUID348749181		,	56.049600,	25.921200,	-60.335200,	255.519600,	-460.654400,	282.597000,	0.010800,	-492.602400,	493.339800,	-165.814600,	488.205200,	499.763400,	-101.838000,	-364.056200,	440.667000,	-197.414600,	198.636400,	262.676200,	-45.421800,	-485.045800,	477.582400,	-325.019400,	-267.034400,	-83.583600,	259.724600,	-397.166800,	85.495800,	-500.000000,	-500.000000,	-80.584600,	276.709600,	127.529800,	-465.759200,	303.826000,	-220.317400,	-198.025400,	-207.888200,	-350.788200,	-319.570400,	-111.975000,	-71.614600,	-192.616400,	-446.444600,	-469.045400,	-444.908400,	-266.435400,	-312.629800,	-322.790000,	-243.155400,	52.140800
2016/8/7_14:12:44||	$pS48.243980,	$41875.774669,	B1948.692177,	S-71360.100000,	SC868,	Num0,	GUID91975038		,	165.174200,	11.797800,	-500.000000,	142.720200,	-461.701000,	479.307000,	-411.966200,	-428.383000,	-452.087800,	-321.584600,	413.275600,	73.597200,	289.961800,	-478.884200,	153.485400,	464.170600,	317.625400,	-21.957600,	-403.235600,	225.895200,	345.761800,	-284.002800,	119.644400,	51.784200,	34.954400,	489.362000,	-189.023800,	-264.850000,	-326.980800,	-50.933600,	-166.146200,	-447.476200,	104.706400,	117.246000,	-381.527000,	479.794000,	-427.889200,	72.793400,	-400.492800,	-471.852800,	139.037000,	-125.320000,	-46.152000,	-414.463600,	-437.883800,	-38.208000,	-187.848600,	-141.904200,	-491.510200,	19.798600
2016/8/7_14:13:10||	$pS14.069835,	$106705.629521,	B-4015.150126,	S-696.540480,	SC7584,	Num0,	GUID65351934		,	31.813400,	-126.209400,	-497.600000,	1.399800,	-497.372400,	106.075600,	-500.000000,	-369.821600,	-481.044200,	-470.514000,	485.156800,	455.650400,	157.811800,	-307.321200,	-3.288200,	442.944000,	98.092600,	386.622200,	-450.971200,	370.624200,	467.678800,	-380.492200,	14.603200,	173.458600,	-240.111000,	341.410600,	-477.735200,	71.374600,	-205.575800,	-182.013400,	-199.745400,	-459.088400,	249.333400,	-123.117000,	-477.398400,	346.538000,	-494.999400,	-101.359400,	19.012800,	-469.291600,	14.360200,	-433.455000,	149.093600,	-267.536000,	-198.734000,	-225.922200,	-382.229400,	-337.267800,	-398.680000,	69.881200
2016/8/7_14:14:3||	$pS30.952303,	$25411.841107,	B1847.230384,	S-9950.343169,	SC821,	Num0,	GUID344148133		,	-144.303600,	-12.801000,	28.190800,	-352.964200,	-308.629000,	194.886600,	43.585200,	-131.563400,	-416.823000,	-492.530800,	493.882600,	-491.976600,	372.689200,	-472.740400,	6.049000,	432.000600,	313.275200,	432.813000,	156.042600,	115.524400,	496.846800,	-394.555600,	125.586600,	25.274000,	-272.862600,	451.981600,	241.052400,	204.097600,	30.601800,	-315.130600,	19.979200,	151.983600,	-460.968600,	386.293600,	-136.159800,	-72.340200,	-145.597800,	-130.363800,	184.525400,	303.430800,	41.985800,	-485.046400,	397.438000,	-497.957400,	89.853400,	-171.677000,	-375.976800,	-285.431000,	-85.143800,	125.950800
2016/8/7_14:14:10||	$pS13.467149,	$11312.404873,	B1397.520465,	S-18268.000000,	SC840,	Num0,	GUID677944150		,	-8.167600,	-171.105400,	-500.000000,	36.536000,	-296.089200,	-489.933400,	-377.029800,	-498.734200,	476.758600,	-447.355600,	371.081800,	-492.019000,	137.111000,	-225.770400,	27.060200,	473.750400,	-207.323200,	-382.534200,	-10.875800,	17.772200,	-293.696400,	70.834400,	-475.681800,	-316.725000,	-285.637800,	499.903800,	-25.721800,	132.481200,	-295.063800,	315.071000,	496.448400,	-3.626200,	-346.829800,	210.200000,	-434.980200,	-228.865600,	-202.222800,	-295.142800,	137.583800,	-211.754400,	-360.328200,	-434.091000,	36.152200,	-325.041000,	-435.543000,	-446.864200,	-308.871600,	-489.240200,	-470.178600,	195.166800
2016/8/7_14:14:15||	$pS23.871761,	$19264.511377,	B3349.516202,	S-30049.554073,	SC807,	Num0,	GUID274811824		,	-495.593200,	-6.758600,	157.498200,	-190.793000,	251.341800,	239.972400,	-227.628400,	-390.908800,	-170.280200,	-83.239400,	44.325800,	-463.854600,	117.266600,	-332.478600,	-127.497800,	347.937000,	-403.394400,	-97.005600,	-367.563600,	481.179600,	348.742600,	-361.680600,	-215.680200,	-245.289600,	96.679400,	-459.180200,	-472.052800,	134.740600,	-483.906400,	300.814600,	323.439200,	498.205800,	-297.950400,	-349.919800,	-441.481800,	-357.099400,	-399.915400,	-468.585600,	-438.555800,	-475.020200,	-291.087600,	181.851400,	-147.125000,	-306.413400,	448.178000,	-469.049000,	65.973400,	-340.697400,	-250.823000,	-467.237400
2016/8/7_14:14:23||	$pS12.976084,	$15688.085619,	B2427.654719,	S-14718.892719,	SC1209,	Num0,	GUID110692362		,	-13.264800,	-183.014800,	134.231800,	-109.652800,	-70.094000,	-317.006600,	-494.663200,	-265.021800,	-493.305400,	-200.570600,	-436.323800,	-233.497800,	433.487400,	-338.839400,	-56.328600,	495.263400,	-498.597600,	-187.329600,	-492.361800,	57.747600,	352.444200,	-494.528600,	25.967400,	-211.984400,	195.856800,	-449.915000,	-355.771200,	457.785800,	55.335800,	96.893800,	-114.423000,	123.500000,	-71.320600,	-500.000000,	-480.358400,	240.453600,	-282.757800,	-50.314400,	-495.806200,	-150.161600,	-328.216600,	180.845000,	-322.544400,	-499.518400,	208.000600,	295.545800,	15.574800,	-482.273400,	-430.859400,	-487.617200
2016/8/7_14:14:48||	$pS13.734980,	$99454.989871,	B-16172.250172,	S-747.014001,	SC7241,	Num0,	GUID32574512		,	38.417400,	-420.961600,	-71.402600,	10.462000,	-258.223800,	-426.830200,	-316.877600,	-374.986800,	-142.277000,	346.321000,	-415.839000,	-395.058600,	-240.224800,	-494.737000,	266.416200,	-323.793600,	-303.423800,	428.928200,	381.052400,	-389.057000,	469.094400,	-442.611200,	61.519000,	59.168400,	427.473400,	-311.752000,	441.020200,	248.003400,	-485.645000,	216.768800,	-316.749600,	-283.328200,	6.858200,	354.114000,	-248.555400,	-398.830000,	-48.269800,	-439.558600,	-451.927000,	-16.170600,	-498.145400,	272.784200,	-444.097800,	-366.645600,	312.583000,	343.914600,	-486.595000,	-243.580200,	164.142200,	-487.292600
